Price ID,Company ID (Seller),Legal ID,Company Name,Product ID,Shift ID,Price (Arg Pesos),Date,Year,Flag Company ID
1,1376,33643373829,10 DE SETIEMBRE S.A.,19,1,172.5,2022-10-01,2022,28
2,1376,33643373829,10 DE SETIEMBRE S.A.,19,2,172.5,2022-10-01,2022,28
3,1376,33643373829,10 DE SETIEMBRE S.A.,21,1,219,2022-10-01,2022,28
4,1376,33643373829,10 DE SETIEMBRE S.A.,21,2,219,2022-10-01,2022,28
5,1376,33643373829,10 DE SETIEMBRE S.A.,6,1,63.9,2022-09-05,2022,28
6,1376,33643373829,10 DE SETIEMBRE S.A.,6,2,63.9,2022-09-05,2022,28
7,1376,33643373829,10 DE SETIEMBRE S.A.,3,1,188.8,2022-10-01,2022,28
8,1376,33643373829,10 DE SETIEMBRE S.A.,3,2,189.8,2022-10-01,2022,28
9,1376,33643373829,10 DE SETIEMBRE S.A.,2,1,154.6,2022-10-01,2022,28
10,1376,33643373829,10 DE SETIEMBRE S.A.,2,2,154.6,2022-10-01,2022,28
11,9764,30715489313,25 ALVEAR S.R.L,19,1,353.2,2023-10-02,2023,4
12,9764,30715489313,25 ALVEAR S.R.L,19,2,353.2,2023-10-02,2023,4
13,9764,30715489313,25 ALVEAR S.R.L,21,1,452.2,2023-10-02,2023,4
14,9764,30715489313,25 ALVEAR S.R.L,21,2,452.2,2023-10-02,2023,4
15,9764,30715489313,25 ALVEAR S.R.L,3,1,396,2023-10-02,2023,4
16,9764,30715489313,25 ALVEAR S.R.L,3,2,396,2023-10-02,2023,4
17,9764,30715489313,25 ALVEAR S.R.L,2,1,319.5,2023-10-02,2023,4
18,9764,30715489313,25 ALVEAR S.R.L,2,2,319.5,2023-10-02,2023,4
19,8943,30712511687,1913 SRL,19,1,325.5,2023-10-24,2023,28
20,8943,30712511687,1913 SRL,19,2,325.5,2023-10-24,2023,28
21,8943,30712511687,1913 SRL,21,1,413,2023-10-24,2023,28
22,8943,30712511687,1913 SRL,21,2,413,2023-10-24,2023,28
23,8943,30712511687,1913 SRL,3,1,323,2023-10-24,2023,28
24,8943,30712511687,1913 SRL,3,2,323,2023-10-24,2023,28
25,8943,30712511687,1913 SRL,2,1,240,2023-10-24,2023,28
26,8943,30712511687,1913 SRL,2,2,240,2023-10-24,2023,28
27,9935,30715954318,2MIL10Y7 SRL,19,1,282.9,2023-08-10,2023,4
28,9935,30715954318,2MIL10Y7 SRL,19,2,282.9,2023-08-10,2023,4
29,9935,30715954318,2MIL10Y7 SRL,21,1,348.9,2023-08-10,2023,4
30,9935,30715954318,2MIL10Y7 SRL,21,2,348.9,2023-08-10,2023,4
31,9935,30715954318,2MIL10Y7 SRL,3,1,317.9,2023-08-10,2023,4
32,9935,30715954318,2MIL10Y7 SRL,3,2,317.9,2023-08-10,2023,4
33,9935,30715954318,2MIL10Y7 SRL,2,1,254.2,2023-08-10,2023,4
34,9935,30715954318,2MIL10Y7 SRL,2,2,254.2,2023-08-10,2023,4
35,1284,30563429875,25 DE MAYO SRL (EESS),19,1,322,2023-10-23,2023,2
36,1284,30563429875,25 DE MAYO SRL (EESS),19,2,322,2023-10-23,2023,2
37,1284,30563429875,25 DE MAYO SRL (EESS),21,1,428,2023-10-23,2023,2
38,1284,30563429875,25 DE MAYO SRL (EESS),21,2,428,2023-10-23,2023,2
39,1284,30563429875,25 DE MAYO SRL (EESS),6,1,174.85,2023-09-02,2023,2
40,1284,30563429875,25 DE MAYO SRL (EESS),6,2,174.85,2023-09-02,2023,2
41,1284,30563429875,25 DE MAYO SRL (EESS),3,1,377,2023-10-23,2023,2
42,1284,30563429875,25 DE MAYO SRL (EESS),3,2,377,2023-10-23,2023,2
43,1284,30563429875,25 DE MAYO SRL (EESS),2,1,293,2023-10-23,2023,2
44,1284,30563429875,25 DE MAYO SRL (EESS),2,2,293,2023-10-23,2023,2
45,9405,30715125451,2MIL 3C S.R.L.,19,1,314.3,2023-10-05,2023,28
46,9405,30715125451,2MIL 3C S.R.L.,19,2,314.3,2023-10-05,2023,28
47,9405,30715125451,2MIL 3C S.R.L.,21,1,389.9,2023-10-05,2023,28
48,9405,30715125451,2MIL 3C S.R.L.,21,2,389.9,2023-10-05,2023,28
49,9405,30715125451,2MIL 3C S.R.L.,6,1,129.9,2023-09-21,2023,28
50,9405,30715125451,2MIL 3C S.R.L.,6,2,129.9,2023-09-21,2023,28
51,9405,30715125451,2MIL 3C S.R.L.,3,1,362.2,2023-10-05,2023,28
52,9405,30715125451,2MIL 3C S.R.L.,3,2,362.2,2023-10-05,2023,28
53,9405,30715125451,2MIL 3C S.R.L.,2,1,288.3,2023-10-05,2023,28
54,9405,30715125451,2MIL 3C S.R.L.,2,2,288.3,2023-10-05,2023,28
55,9854,33716331909,59 SA,19,1,328.9,2023-09-30,2023,26
56,9854,33716331909,59 SA,19,2,328.9,2023-09-30,2023,26
57,9854,33716331909,59 SA,21,1,394.9,2023-09-30,2023,26
58,9854,33716331909,59 SA,21,2,394.9,2023-09-30,2023,26
59,9854,33716331909,59 SA,3,1,370.5,2023-09-30,2023,26
60,9854,33716331909,59 SA,3,2,370.5,2023-09-30,2023,26
61,9854,33716331909,59 SA,2,1,295.5,2023-09-30,2023,26
62,9854,33716331909,59 SA,2,2,295.5,2023-09-30,2023,26
63,7544,30709444286,44 LA PLATA SRL,19,1,321.6,2023-09-05,2023,4
64,7544,30709444286,44 LA PLATA SRL,19,2,321.6,2023-09-05,2023,4
65,7544,30709444286,44 LA PLATA SRL,21,1,398.5,2023-09-05,2023,4
66,7544,30709444286,44 LA PLATA SRL,21,2,398.5,2023-09-05,2023,4
67,7544,30709444286,44 LA PLATA SRL,3,1,366.3,2023-09-05,2023,4
68,7544,30709444286,44 LA PLATA SRL,3,2,366.3,2023-09-05,2023,4
69,7544,30709444286,44 LA PLATA SRL,2,1,288.9,2023-09-05,2023,4
70,7544,30709444286,44 LA PLATA SRL,2,2,288.9,2023-09-05,2023,4
71,2530,30708331259,4 GNC  S.A.,19,1,445,2023-10-14,2023,1
72,2530,30708331259,4 GNC  S.A.,19,2,445,2023-10-14,2023,1
73,2530,30708331259,4 GNC  S.A.,6,1,170.9,2023-10-25,2023,1
74,2530,30708331259,4 GNC  S.A.,6,2,170.9,2023-10-25,2023,1
75,2530,30708331259,4 GNC  S.A.,2,1,405,2023-10-10,2023,1
76,2530,30708331259,4 GNC  S.A.,2,2,405,2023-10-10,2023,1
77,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,19,1,365,2023-08-24,2023,26
78,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,19,2,365,2023-08-24,2023,26
79,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,21,1,435.6,2023-08-24,2023,26
80,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,21,2,435.6,2023-08-24,2023,26
81,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,3,1,378.4,2023-08-24,2023,26
82,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,3,2,378.4,2023-08-24,2023,26
83,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,2,1,299.5,2023-08-24,2023,26
84,6661,30615025034,501AGROPETROLERA CHAJARI S.R.L.,2,2,299.5,2023-08-24,2023,26
85,10549,30715673092,ACTION DUAL S.R.L,19,1,298,2023-10-24,2023,29
86,10549,30715673092,ACTION DUAL S.R.L,19,2,298,2023-10-24,2023,29
87,10549,30715673092,ACTION DUAL S.R.L,21,1,382,2023-10-24,2023,29
88,10549,30715673092,ACTION DUAL S.R.L,21,2,382,2023-10-24,2023,29
89,10549,30715673092,ACTION DUAL S.R.L,6,1,109.9,2023-10-24,2023,29
90,10549,30715673092,ACTION DUAL S.R.L,6,2,109.9,2023-10-24,2023,29
91,10549,30715673092,ACTION DUAL S.R.L,3,1,358,2023-10-24,2023,29
92,10549,30715673092,ACTION DUAL S.R.L,3,2,358,2023-10-24,2023,29
93,2842,30708417056,72 GAS S.A.,19,1,294.3,2023-08-01,2023,26
94,2842,30708417056,72 GAS S.A.,19,2,294.3,2023-08-01,2023,26
95,2842,30708417056,72 GAS S.A.,21,1,352.8,2023-08-01,2023,26
96,2842,30708417056,72 GAS S.A.,21,2,352.8,2023-08-01,2023,26
97,2842,30708417056,72 GAS S.A.,6,1,119.9,2023-06-08,2023,26
98,2842,30708417056,72 GAS S.A.,6,2,119.9,2023-06-08,2023,26
99,2842,30708417056,72 GAS S.A.,3,1,326.4,2023-08-01,2023,26
100,2842,30708417056,72 GAS S.A.,3,2,326.4,2023-08-01,2023,26
101,2842,30708417056,72 GAS S.A.,2,1,256,2023-08-01,2023,26
102,2842,30708417056,72 GAS S.A.,2,2,256,2023-08-01,2023,26
103,6952,30689589347,7 DE AGOSTO S.R.L.,19,1,285.2,2023-08-04,2023,26
104,6952,30689589347,7 DE AGOSTO S.R.L.,19,2,285.2,2023-08-04,2023,26
105,6952,30689589347,7 DE AGOSTO S.R.L.,21,1,359.4,2023-08-04,2023,26
106,6952,30689589347,7 DE AGOSTO S.R.L.,21,2,359.4,2023-08-04,2023,26
107,6952,30689589347,7 DE AGOSTO S.R.L.,6,1,149.8,2023-08-04,2023,26
108,6952,30689589347,7 DE AGOSTO S.R.L.,6,2,149.8,2023-08-04,2023,26
109,6952,30689589347,7 DE AGOSTO S.R.L.,3,1,268.7,2023-08-04,2023,26
110,6952,30689589347,7 DE AGOSTO S.R.L.,3,2,268.7,2023-08-04,2023,26
111,6952,30689589347,7 DE AGOSTO S.R.L.,2,1,209.8,2023-08-04,2023,26
112,6952,30689589347,7 DE AGOSTO S.R.L.,2,2,209.8,2023-08-04,2023,26
113,2359,30707206469,7 Y 511 S.A.,19,1,362.7,2023-10-27,2023,26
114,2359,30707206469,7 Y 511 S.A.,19,2,362.7,2023-10-27,2023,26
115,2359,30707206469,7 Y 511 S.A.,21,1,438.9,2023-10-27,2023,26
116,2359,30707206469,7 Y 511 S.A.,21,2,438.9,2023-10-27,2023,26
117,2359,30707206469,7 Y 511 S.A.,6,1,149.9,2023-08-16,2023,26
118,2359,30707206469,7 Y 511 S.A.,6,2,149.9,2023-08-16,2023,26
119,2359,30707206469,7 Y 511 S.A.,3,1,406.9,2023-10-27,2023,26
120,2359,30707206469,7 Y 511 S.A.,3,2,406.9,2023-10-27,2023,26
121,2359,30707206469,7 Y 511 S.A.,2,1,318.6,2023-10-27,2023,26
122,2359,30707206469,7 Y 511 S.A.,2,2,318.6,2023-10-27,2023,26
123,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,19,1,410,2023-10-24,2023,26
124,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,19,2,410,2023-10-24,2023,26
125,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,21,1,473,2023-10-24,2023,26
126,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,21,2,473,2023-10-24,2023,26
127,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,3,1,435,2023-10-24,2023,26
128,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,3,2,435,2023-10-24,2023,26
129,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,2,1,350,2023-10-24,2023,26
130,2306,30686043874,9 DE JULIO COMBUSTIBLES SRL,2,2,350,2023-10-24,2023,26
131,6113,30709011150,9 DE JULIO SERVICIOS SRL,19,1,336,2023-10-23,2023,2
132,6113,30709011150,9 DE JULIO SERVICIOS SRL,19,2,336,2023-10-23,2023,2
133,6113,30709011150,9 DE JULIO SERVICIOS SRL,21,1,430,2023-10-23,2023,2
134,6113,30709011150,9 DE JULIO SERVICIOS SRL,21,2,430,2023-10-23,2023,2
135,6113,30709011150,9 DE JULIO SERVICIOS SRL,3,1,388,2023-10-23,2023,2
136,6113,30709011150,9 DE JULIO SERVICIOS SRL,3,2,388,2023-10-23,2023,2
137,6113,30709011150,9 DE JULIO SERVICIOS SRL,2,1,306,2023-10-23,2023,2
138,6113,30709011150,9 DE JULIO SERVICIOS SRL,2,2,306,2023-10-23,2023,2
139,1382,20150897883,ABALSAMO EGIDIO,19,1,28.5,2018-06-28,2018,1
140,1382,20150897883,ABALSAMO EGIDIO,19,2,28.5,2018-06-28,2018,1
141,1382,20150897883,ABALSAMO EGIDIO,6,1,119.9,2023-10-06,2023,1
142,1382,20150897883,ABALSAMO EGIDIO,6,2,119.9,2023-10-06,2023,1
143,1382,20150897883,ABALSAMO EGIDIO,3,1,25.8,2018-01-03,2018,1
144,1382,20150897883,ABALSAMO EGIDIO,3,2,25.8,2018-01-03,2018,1
145,1382,20150897883,ABALSAMO EGIDIO,2,1,32,2018-06-28,2018,1
146,1382,20150897883,ABALSAMO EGIDIO,2,2,32,2018-06-28,2018,1
147,7629,30707772278,ABANILLAS II,19,1,298,2023-10-23,2023,2
148,7629,30707772278,ABANILLAS II,19,2,298,2023-10-23,2023,2
149,7629,30707772278,ABANILLAS II,21,1,382,2023-10-23,2023,2
150,7629,30707772278,ABANILLAS II,21,2,382,2023-10-23,2023,2
151,7629,30707772278,ABANILLAS II,3,1,358,2023-10-23,2023,2
152,7629,30707772278,ABANILLAS II,3,2,358,2023-10-23,2023,2
153,7629,30707772278,ABANILLAS II,2,1,282,2023-10-23,2023,2
154,7629,30707772278,ABANILLAS II,2,2,282,2023-10-23,2023,2
155,1589,30707772278,ABANILLAS S.A.,19,1,298,2023-10-23,2023,2
156,1589,30707772278,ABANILLAS S.A.,19,2,298,2023-10-23,2023,2
157,1589,30707772278,ABANILLAS S.A.,21,1,382,2023-10-23,2023,2
158,1589,30707772278,ABANILLAS S.A.,21,2,382,2023-10-23,2023,2
159,1589,30707772278,ABANILLAS S.A.,6,1,99.99,2023-10-02,2023,2
160,1589,30707772278,ABANILLAS S.A.,6,2,99.99,2023-10-02,2023,2
161,1589,30707772278,ABANILLAS S.A.,3,1,358,2023-10-23,2023,2
162,1589,30707772278,ABANILLAS S.A.,3,2,358,2023-10-23,2023,2
163,1589,30707772278,ABANILLAS S.A.,2,1,282,2023-10-23,2023,2
164,1589,30707772278,ABANILLAS S.A.,2,2,282,2023-10-23,2023,2
165,3728,30506463374,ABDALA HNOS.S.R.L.,19,1,397,2023-10-27,2023,4
166,3728,30506463374,ABDALA HNOS.S.R.L.,19,2,397,2023-10-27,2023,4
167,3728,30506463374,ABDALA HNOS.S.R.L.,21,1,493,2023-10-27,2023,4
168,3728,30506463374,ABDALA HNOS.S.R.L.,21,2,493,2023-10-27,2023,4
169,3728,30506463374,ABDALA HNOS.S.R.L.,6,1,169,2023-10-12,2023,4
170,3728,30506463374,ABDALA HNOS.S.R.L.,6,2,169,2023-10-12,2023,4
171,3728,30506463374,ABDALA HNOS.S.R.L.,3,1,440,2023-10-27,2023,4
172,3728,30506463374,ABDALA HNOS.S.R.L.,3,2,440,2023-10-27,2023,4
173,3728,30506463374,ABDALA HNOS.S.R.L.,2,1,350,2023-10-27,2023,4
174,3728,30506463374,ABDALA HNOS.S.R.L.,2,2,350,2023-10-27,2023,4
175,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,19,1,373.9,2023-10-24,2023,29
176,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,19,2,373.9,2023-10-24,2023,29
177,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,21,1,464.9,2023-10-24,2023,29
178,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,21,2,464.9,2023-10-24,2023,29
179,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,3,1,436.9,2023-10-26,2023,29
180,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,3,2,436.9,2023-10-26,2023,29
181,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,2,1,349.9,2023-10-26,2023,29
182,7953,30712306706,ABELARDO ROSSI E HIJOS DE ROSSI LUIS A. Y ROSSI SERGIO O. S.H.,2,2,349.9,2023-10-26,2023,29
183,348,30605883717,ABELLA Y ALONSO S.R.L.,19,1,22.99,2017-12-06,2017,1
184,348,30605883717,ABELLA Y ALONSO S.R.L.,19,2,22.99,2017-12-06,2017,1
185,348,30605883717,ABELLA Y ALONSO S.R.L.,21,1,25.99,2017-12-06,2017,1
186,348,30605883717,ABELLA Y ALONSO S.R.L.,21,2,25.99,2017-12-06,2017,1
187,348,30605883717,ABELLA Y ALONSO S.R.L.,3,1,27.99,2017-12-06,2017,1
188,348,30605883717,ABELLA Y ALONSO S.R.L.,3,2,27.99,2017-12-06,2017,1
189,348,30605883717,ABELLA Y ALONSO S.R.L.,2,1,25.49,2017-12-06,2017,1
190,348,30605883717,ABELLA Y ALONSO S.R.L.,2,2,25.49,2017-12-06,2017,1
191,1195,20087037682,ABEL ROBERTO SANTAMARIA,19,1,317,2023-10-23,2023,2
192,1195,20087037682,ABEL ROBERTO SANTAMARIA,19,2,317,2023-10-23,2023,2
193,1195,20087037682,ABEL ROBERTO SANTAMARIA,21,1,424,2023-10-23,2023,2
194,1195,20087037682,ABEL ROBERTO SANTAMARIA,21,2,424,2023-10-23,2023,2
195,1195,20087037682,ABEL ROBERTO SANTAMARIA,3,1,397,2023-10-23,2023,2
196,1195,20087037682,ABEL ROBERTO SANTAMARIA,3,2,397,2023-10-23,2023,2
197,1195,20087037682,ABEL ROBERTO SANTAMARIA,2,1,313,2023-10-23,2023,2
198,1195,20087037682,ABEL ROBERTO SANTAMARIA,2,2,313,2023-10-23,2023,2
199,6197,30618353849,A.B. INGENIERÍA,6,1,163.9,2023-10-25,2023,1
200,6197,30618353849,A.B. INGENIERÍA,6,2,163.9,2023-10-25,2023,1
201,2261,30618353849,A.B. INGENIERÍA S.H.,19,1,343,2023-10-26,2023,4
202,2261,30618353849,A.B. INGENIERÍA S.H.,19,2,343,2023-10-26,2023,4
203,2261,30618353849,A.B. INGENIERÍA S.H.,21,1,413,2023-10-26,2023,4
204,2261,30618353849,A.B. INGENIERÍA S.H.,21,2,413,2023-10-26,2023,4
205,2261,30618353849,A.B. INGENIERÍA S.H.,6,1,165.9,2023-10-25,2023,4
206,2261,30618353849,A.B. INGENIERÍA S.H.,6,2,165.9,2023-10-25,2023,4
207,2261,30618353849,A.B. INGENIERÍA S.H.,3,1,379,2023-10-26,2023,4
208,2261,30618353849,A.B. INGENIERÍA S.H.,3,2,379,2023-10-26,2023,4
209,2261,30618353849,A.B. INGENIERÍA S.H.,2,1,301,2023-10-26,2023,4
210,2261,30618353849,A.B. INGENIERÍA S.H.,2,2,301,2023-10-26,2023,4
211,2263,30618353849,A.B. INGENIERÍA S.H.,19,1,343,2023-10-26,2023,4
212,2263,30618353849,A.B. INGENIERÍA S.H.,19,2,343,2023-10-26,2023,4
213,2263,30618353849,A.B. INGENIERÍA S.H.,21,1,413,2023-10-26,2023,4
214,2263,30618353849,A.B. INGENIERÍA S.H.,21,2,413,2023-10-26,2023,4
215,2263,30618353849,A.B. INGENIERÍA S.H.,3,1,379,2023-10-26,2023,4
216,2263,30618353849,A.B. INGENIERÍA S.H.,3,2,379,2023-10-26,2023,4
217,2263,30618353849,A.B. INGENIERÍA S.H.,2,1,301,2023-10-26,2023,4
218,2263,30618353849,A.B. INGENIERÍA S.H.,2,2,301,2023-10-26,2023,4
219,2266,30618353849,A.B. INGENIERÍA S.H.,19,1,343,2023-10-26,2023,4
220,2266,30618353849,A.B. INGENIERÍA S.H.,19,2,343,2023-10-26,2023,4
221,2266,30618353849,A.B. INGENIERÍA S.H.,21,1,413,2023-10-26,2023,4
222,2266,30618353849,A.B. INGENIERÍA S.H.,21,2,413,2023-10-26,2023,4
223,2266,30618353849,A.B. INGENIERÍA S.H.,3,1,379,2023-10-26,2023,4
224,2266,30618353849,A.B. INGENIERÍA S.H.,3,2,379,2023-10-26,2023,4
225,2266,30618353849,A.B. INGENIERÍA S.H.,2,1,301,2023-10-26,2023,4
226,2266,30618353849,A.B. INGENIERÍA S.H.,2,2,301,2023-10-26,2023,4
227,7154,30710321686,ABRAHAM HNOS. S.A.,19,1,346.5,2023-09-28,2023,4
228,7154,30710321686,ABRAHAM HNOS. S.A.,19,2,346.5,2023-09-28,2023,4
229,7154,30710321686,ABRAHAM HNOS. S.A.,21,1,414,2023-10-26,2023,4
230,7154,30710321686,ABRAHAM HNOS. S.A.,21,2,414,2023-10-26,2023,4
231,7154,30710321686,ABRAHAM HNOS. S.A.,3,1,375,2023-10-26,2023,4
232,7154,30710321686,ABRAHAM HNOS. S.A.,3,2,375,2023-10-26,2023,4
233,7154,30710321686,ABRAHAM HNOS. S.A.,2,1,302,2023-10-26,2023,4
234,7154,30710321686,ABRAHAM HNOS. S.A.,2,2,302,2023-10-26,2023,4
235,7157,30710321686,ABRAHAM HNOS. S.A.,19,1,306,2023-10-23,2023,2
236,7157,30710321686,ABRAHAM HNOS. S.A.,19,2,306,2023-10-23,2023,2
237,7157,30710321686,ABRAHAM HNOS. S.A.,21,1,391,2023-10-23,2023,2
238,7157,30710321686,ABRAHAM HNOS. S.A.,21,2,391,2023-10-23,2023,2
239,7157,30710321686,ABRAHAM HNOS. S.A.,3,1,354,2023-10-23,2023,2
240,7157,30710321686,ABRAHAM HNOS. S.A.,3,2,354,2023-10-23,2023,2
241,7157,30710321686,ABRAHAM HNOS. S.A.,2,1,279,2023-10-23,2023,2
242,7157,30710321686,ABRAHAM HNOS. S.A.,2,2,279,2023-10-23,2023,2
243,5077,30708168129,ABRIGO-HERNANDO S.R.L.,19,1,330,2023-10-23,2023,2
244,5077,30708168129,ABRIGO-HERNANDO S.R.L.,19,2,330,2023-10-23,2023,2
245,5077,30708168129,ABRIGO-HERNANDO S.R.L.,21,1,431,2023-10-23,2023,2
246,5077,30708168129,ABRIGO-HERNANDO S.R.L.,21,2,431,2023-10-23,2023,2
247,5077,30708168129,ABRIGO-HERNANDO S.R.L.,3,1,383,2023-10-23,2023,2
248,5077,30708168129,ABRIGO-HERNANDO S.R.L.,3,2,383,2023-10-23,2023,2
249,5077,30708168129,ABRIGO-HERNANDO S.R.L.,2,1,302,2023-10-23,2023,2
250,5077,30708168129,ABRIGO-HERNANDO S.R.L.,2,2,302,2023-10-23,2023,2
251,2913,30586438286,ACAPULCO SOC. DE HECHO,19,1,303,2023-10-23,2023,2
252,2913,30586438286,ACAPULCO SOC. DE HECHO,19,2,303,2023-10-23,2023,2
253,2913,30586438286,ACAPULCO SOC. DE HECHO,21,1,394,2023-10-23,2023,2
254,2913,30586438286,ACAPULCO SOC. DE HECHO,21,2,394,2023-10-23,2023,2
255,2913,30586438286,ACAPULCO SOC. DE HECHO,3,1,365,2023-10-23,2023,2
256,2913,30586438286,ACAPULCO SOC. DE HECHO,3,2,365,2023-10-23,2023,2
257,2913,30586438286,ACAPULCO SOC. DE HECHO,2,1,288,2023-10-23,2023,2
258,2913,30586438286,ACAPULCO SOC. DE HECHO,2,2,288,2023-10-23,2023,2
259,2910,30586438286,ACAPULCO SOC. DE HECHO,19,1,303,2023-10-23,2023,2
260,2910,30586438286,ACAPULCO SOC. DE HECHO,19,2,303,2023-10-23,2023,2
261,2910,30586438286,ACAPULCO SOC. DE HECHO,21,1,394,2023-10-23,2023,2
262,2910,30586438286,ACAPULCO SOC. DE HECHO,21,2,394,2023-10-23,2023,2
263,2910,30586438286,ACAPULCO SOC. DE HECHO,3,1,365,2023-10-23,2023,2
264,2910,30586438286,ACAPULCO SOC. DE HECHO,3,2,365,2023-10-23,2023,2
265,2910,30586438286,ACAPULCO SOC. DE HECHO,2,1,288,2023-10-23,2023,2
266,2910,30586438286,ACAPULCO SOC. DE HECHO,2,2,288,2023-10-23,2023,2
267,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,19,1,327,2023-10-23,2023,2
268,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,19,2,327,2023-10-23,2023,2
269,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,21,1,416,2023-10-23,2023,2
270,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,21,2,416,2023-10-23,2023,2
271,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,6,1,153.9,2023-10-11,2023,2
272,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,6,2,153.9,2023-10-11,2023,2
273,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,3,1,376,2023-10-23,2023,2
274,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,3,2,376,2023-10-23,2023,2
275,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,2,1,298,2023-10-23,2023,2
276,1185,30707045821,ACCESO SUR SAN LORENZO S.R.L.,2,2,298,2023-10-23,2023,2
277,10549,30715673092,ACTION DUAL S.R.L,2,1,282,2023-10-24,2023,29
278,10549,30715673092,ACTION DUAL S.R.L,2,2,282,2023-10-24,2023,29
279,10895,30715756966,AGRO COMBUSTIBLES SRL,19,1,346,2023-10-24,2023,6
280,10895,30715756966,AGRO COMBUSTIBLES SRL,19,2,346,2023-10-24,2023,6
281,10895,30715756966,AGRO COMBUSTIBLES SRL,21,1,413,2023-10-24,2023,6
282,10895,30715756966,AGRO COMBUSTIBLES SRL,21,2,413,2023-10-24,2023,6
283,10895,30715756966,AGRO COMBUSTIBLES SRL,3,1,392,2023-10-24,2023,6
284,10895,30715756966,AGRO COMBUSTIBLES SRL,3,2,392,2023-10-24,2023,6
285,10895,30715756966,AGRO COMBUSTIBLES SRL,2,1,308,2023-10-24,2023,6
286,10895,30715756966,AGRO COMBUSTIBLES SRL,2,2,308,2023-10-24,2023,6
287,1428,30522366885,ACEICOM SRL,19,1,329,2023-10-23,2023,2
288,1428,30522366885,ACEICOM SRL,19,2,329,2023-10-23,2023,2
289,1428,30522366885,ACEICOM SRL,21,1,424,2023-10-23,2023,2
290,1428,30522366885,ACEICOM SRL,21,2,424,2023-10-23,2023,2
291,1428,30522366885,ACEICOM SRL,3,1,374,2023-10-23,2023,2
292,1428,30522366885,ACEICOM SRL,3,2,374,2023-10-23,2023,2
293,1428,30522366885,ACEICOM SRL,2,1,295,2023-10-23,2023,2
294,1428,30522366885,ACEICOM SRL,2,2,295,2023-10-23,2023,2
295,10802,33715360549,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,19,1,320,2023-08-19,2023,29
296,10802,33715360549,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,19,2,320,2023-08-19,2023,29
297,10802,33715360549,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,21,1,419,2023-08-19,2023,29
298,10802,33715360549,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,21,2,419,2023-08-19,2023,29
299,10802,33715360549,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,3,1,302,2023-06-23,2023,29
300,10802,33715360549,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,3,2,302,2023-06-23,2023,29
301,10802,33715360549,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,2,1,293,2023-08-19,2023,29
