Company ID (Seller),Company Name,Address,City,Province,Region,Latitude,Longitude
1196,COMBUSTIBLES ASOCIADOS S.A.,España 600,MERCEDES,CORRIENTES,NEA,-29.183227,-58.071048
7221,COMBUSTIBLES AVENIDA KENNEDY S.A.,AV. PRESIDENTE PERON 3002,SAN JUSTO,BUENOS AIRES,PAMPEANA,-34.674791,-58.558602
5722,COMBUSTIBLES AVENIDA S.A.,AV. PTE. PERON 5740,ROSARIO,SANTA FE,CENTRO,-32.962329,-60.700849
8122,COMBUSTIBLES AVENIDA SA,EVA PERON 7763,ROSARIO,SANTA FE,CENTRO,-32.930943,-60.725825
7914,COMBUSTIBLES AVENIDA S.A.,RUTA NAC. 33 KM. 848,PEREZ,SANTA FE,CENTRO,-32.988907,-60.751573
7024,COMBUSTIBLES BARCELÓ S.R.L.,GRAL. ACHA Y RUTA N° 40,RAWSON,SAN JUAN,CUYO,-31.5754,-68.51888
6917,COMBUSTIBLES BARCELÓ SRL,ING. MARCOS ZALAZAR (RUTA 215) Y ABERASTAIN,POCITOS,SAN JUAN,CUYO,-31.65573,-68.5766
6919,COMBUSTIBLES BARCELÓ SRL,JOAQUIN UÑAC (CALLE MENDOZA) Y CALLE 11 (AV. ING. MARCOS ZALAZAR) (RP 7 Y RP 215),POCITOS,SAN JUAN,CUYO,-31.65859,-68.5663
7026,COMBUSTIBLES BARCELÓ S.R.L.,MATIAS ZABALLA Y FALUCHO,SAN JUAN,SAN JUAN,CUYO,-31.52426,-68.54894
10044,HM MANAGEMENT COORPORATION SERVICE SRL,Godoy Cruz 198,BANFIELD,BUENOS AIRES,PAMPEANA,-34.737833,-58.397793
7023,COMBUSTIBLES BARCELÓ S.R.L.,MENDOZA Y SIVORI,RAWSON,SAN JUAN,CUYO,-31.58016,-68.53314
3063,COMBUSTIBLES BARCELO S.R.L.,RUTA 38 KM 427,LA RIOJA,LA RIOJA,NOA,-29.41227,-66.82024
8111,COMBUSTIBLES BARRANCAS S.R.L.,MARESCA 821,BARRANCAS,SANTA FE,CENTRO,-32.23136,-60.99163
4651,COMBUSTIBLES BOULEVARD SETENTA Y DOS S.R.L.,72 1194,LA PLATA,BUENOS AIRES,PAMPEANA,-34.94264,-57.93944
4648,COMBUSTIBLES BOULEVARD SETENTA Y DOS S.R.L.,RUTA 210 Y RIVADAVIA,BRANDSEN,BUENOS AIRES,PAMPEANA,-35.17389,-58.24026
2299,COMBUSTIBLES CANAL S.R.L.,Velez Sarsfield 100,CANALS,CORDOBA,CENTRO,-33.56372,-62.88643
9966,IDIART PEDRO MIGUEL,AVENIDA CENTENARIO 1002(RUTA 40),GRAL. LAS HERAS,BUENOS AIRES,PAMPEANA,-34.92271,-58.95827
3875,COMBUSTIBLES CENTRAL S.R.L.,BELGRANO ESQ. IRIGOYEN,VILLA ANGELA,CHACO,NEA,-27.57854,-60.71534
8655,COMBUSTIBLES DAHEDA BERAZATEGUI S.A.,Av.14 Rigolleau y Calle 138,BERAZATEGUI,BUENOS AIRES,PAMPEANA,-34.767199,-58.219913
9952,IOTTI S.R.L.,Pellegrini 1102,SAN PEDRO,BUENOS AIRES,PAMPEANA,-33.68039,-59.66715
8143,COMBUSTIBLES DANIELE S.A.,"CORDOBA 1115, ENTRE LAS CALLES TUCUMAN Y ENTRE RIOS",LUQUE,CORDOBA,CENTRO,-31.644449,-63.339901
7600,COMBUSTIBLES DE LA FRONTERA S.A.,"Ruta Nac. 117 Km. 7,5",PASO DE LOS LIBRES,CORRIENTES,NEA,-29.72246,-57.1465
7064,COMBUSTIBLES DEL CHACO SRL,RUTA 16 KM. 492,TACO POZO,CHACO,NEA,-25.619927,-63.271582
7806,COMBUSTIBLES DEL LITORAL S.A.,ruta nacional 14 km. 681,SANTO TOME,CORRIENTES,NEA,-28.5808,-56.085654
7807,COMBUSTIBLES DEL LITORAL S.A.,ruta nacional nro. 14 km. 686,SANTO TOME,CORRIENTES,NEA,-28.54918,-56.07755
9815,JOSEFA MENDIZABAL SRL,RUTA 2 KM 116,CHASCOMUS,BUENOS AIRES,PAMPEANA,-35.531806,-58.008532
7987,COMBUSTIBLES DEL SALADO S.A,Avellaneda 26,GRAL. MADARIAGA,BUENOS AIRES,PAMPEANA,-36.99759,-57.14081
8026,COMBUSTIBLES DEL SALADO S.A.,BUENOS AIRES 803,DOLORES,BUENOS AIRES,PAMPEANA,-36.30831,-57.68137
10795,JULIO ALFREDO URUÑUELA E HIJO S.R.L.,SÁENZ PEÑA 1221,CNEL. PRINGLES,BUENOS AIRES,PAMPEANA,-37.98197,-61.35347
10682,JUMA193 SRL,JUAN B JUSTO 3184,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,-38.01948,-57.57122
6656,COMBUSTIBLES DE PINAMAR,"RUTA 2 KM 51,500",CNEL. BRANDSEN,BUENOS AIRES,PAMPEANA,-34.989028,-58.141284
9540,KINIEN S.A.,BOULOGNE SUR MER 2310/24/42,DON TORCUATO,BUENOS AIRES,PAMPEANA,-34.479862,-58.622925
6164,COMBUSTIBLES ECOLOGICOS S.A.,CHACABUCO 1013,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,-26.844093,-65.211238
2285,COMBUSTIBLES EL CIPRES S.R.L,Av. Sesquicentenario 4789,PABLO NOGHES,BUENOS AIRES,PAMPEANA,-34.48316,-58.68307
1691,COMBUSTIBLESEL FORTIN S.R.L.,Necochea 112,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,-38.737034,-62.239904
3808,COMBUSTIBLES EL RODEO S.A.,AV.SAN MARTÍN 912,VILLA RAMALLO,BUENOS AIRES,PAMPEANA,-33.49457,-60.05963
2953,COMBUSTIBLES EL SOSNEADO,AVDA PEDRO  PEREYRA 1800,LAPRIDA,BUENOS AIRES,PAMPEANA,-37.550251,-60.794273
7818,COMBUSTIBLES ESCALADA 4000 S.R.L.,REMEDIOS DE ESCALADA DE SAN MARTIN 3999,LANUS,BUENOS AIRES,PAMPEANA,-34.66526,-58.41716
10372,KM. 69 S.R.L.,LOA JUNCOS 1117,LUJAN,BUENOS AIRES,PAMPEANA,-34.545401,-59.122565
9522,KREITZ JUAN EDUARDO,Francisca Urquijo de Sexe 240,VILLALONGA,BUENOS AIRES,PAMPEANA,-39.915949,-62.615511
9582,KREITZ JUAN EDUARDO,VIEDMA 314,STROEDER,BUENOS AIRES,PAMPEANA,-40.18497,-62.62018
8349,COMBUSTIBLES LA CELESTINA S.A.,Manuel Obarrio 330,MORENO,BUENOS AIRES,PAMPEANA,-34.657745,-58.808312
6667,COMBUSTIBLES LA COLONIA S.A.,AV. BERNARDINO RIVADAVIA 2410,LANUS,BUENOS AIRES,PAMPEANA,-34.68951,-58.41835
7556,COMBUSTIBLES LA LONJA SRL,RUTA 8 KM 46.500,PILAR,BUENOS AIRES,PAMPEANA,-34.45452,-58.83942
8178,COMBUSTIBLES LA PERLA S.A.,AV. LURO 3399,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,-37.9944,-57.55402
1019,COMBUSTIBLES LAPRIDA S.A.,JOSE A. MARTINEZ Y AV. PEDRO PEREYRA,LAPRIDA,BUENOS AIRES,PAMPEANA,-37.55178,-60.79253
1015,COMBUSTIBLES LAPRIDA S.A.,MARIANO J. PEREYRA 1053,LAPRIDA,BUENOS AIRES,PAMPEANA,-37.54481,-60.79857
8291,COMBUSTIBLES LAPRIDA S.A.,ruta 5 km 366,PEHUAJO,BUENOS AIRES,PAMPEANA,-35.83929,-61.88171
10813,LA ACROPOLIS SA,AVENIDA CONSTITUCION 1110,PILAR,BUENOS AIRES,PAMPEANA,-34.440106,-58.782852
5685,COMBUSTIBLES LAS II TORRES S.R.L.,MARTIN RODRIGUEZ 1493,BANFIELD,BUENOS AIRES,PAMPEANA,-34.735569,-58.434562
7406,COMBUSTIBLES LIMA S.R.L,CASTELLI   822,ZARATE,BUENOS AIRES,PAMPEANA,-34.100443,-59.02154
9484,LA ACROPOLIS S.A,Eugenia Tapia de Cruz 1090 y Bernardo de Irigoyen,ESCOBAR,BUENOS AIRES,PAMPEANA,-34.35074,-58.798202
10722,LA AERO-VIA BHI SRL,JORGE NEWBERY 3150,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,-38.708221,-62.185851
5546,COMBUSTIBLES LITORAL S A,galarza 1701,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,-32.4872,-58.25029
5543,COMBUSTIBLES LITORAL S A,PRIMERA JUNTA Y NOGOYA,GUALEGUAYCHU,ENTRE RIOS,CENTRO,-32.99968,-58.52343
5544,COMBUSTIBLES LITORAL S A,RUTA 14 KM 54,GUALEGUAYCHU,ENTRE RIOS,CENTRO,-33.05453,-58.62365
8781,COMBUSTIBLES LITORAL SA,RUTA NAC 14 KM 83,GUALEGUAYCHU,ENTRE RIOS,CENTRO,-32.808254,-58.522977
6392,COMBUSTIBLES MABRAGAÑA S.A.,RUTA NAC. 14 KM 172.5,MABRAGAÑA,ENTRE RIOS,CENTRO,-32.07428,-58.25378
7926,COMBUSTIBLES MAGDALENA SRL,goenaga 409,MAGDALENA,BUENOS AIRES,PAMPEANA,-35.07588,-57.51688
10239,LA BARROSA SA,AVDA CENTENARIO Nº 1181,BALCARCE,BUENOS AIRES,PAMPEANA,-37.85561,-58.26614
9342,LA POSTA SA,Antartida Argentina 5091,OLAVARRIA,BUENOS AIRES,PAMPEANA,-36.891096,-60.287261
9145,LA POSTA SA,RUTA 51 Y AVDA. ROMERA,TAPALQUE,BUENOS AIRES,PAMPEANA,-36.369093,-60.009371
9095,LA TRI-VIA SRL,"RUTA NACIONAL 3     KM 704,5",BAHIA BLANCA,BUENOS AIRES,PAMPEANA,-38.69763,-62.430832
7583,COMBUSTIBLES NICOLLS,tuta 7 km  201,CHACABUCO,BUENOS AIRES,PAMPEANA,-34.62284,-60.42371
143,COMBUSTIBLES NUEVO CUYO S.R.L.,COMANDANTE CABOT OESTE 623,SAN JUAN,SAN JUAN,CUYO,-31.55735,-68.53374
7408,COMBUSTIBLES PATAGONICOS S.A.,ruta nacional nº 3 km 1848,COMODORO RIVADAVIA,CHUBUT,PATAGONIA,-45.90101,-67.55605
6819,COMBUSTIBLES QUEQUEN S.A,578 Nº2778,NECOCHEA,BUENOS AIRES,PAMPEANA,-38.53444,-58.707815
2166,COMBUSTIBLES QUEQUEN S.A.,59 N* 996,NECOCHEA,BUENOS AIRES,PAMPEANA,-38.566355,-58.723133
10823,LAVIANA COMBUSTIBLES S.A.,Av. GARCÍA SALINAS 1100 Y ARRASTUA,TRENQUE LAUQUEN,BUENOS AIRES,PAMPEANA,-35.97915,-62.72879
10505,LEDENAT SRL,RUTA 3 KM306,AZUL,BUENOS AIRES,PAMPEANA,-36.847024,-59.898136
1700,COMBUSTIBLES RAUL ALONSO SA,AV COLON 4098,MAR DEL PLATA,BUENOS AIRES,PAMPEANA,-37.9961,-57.56526
9865,LFS COMBUSTIBLES S.A,arenales 781,MORON,BUENOS AIRES,PAMPEANA,-34.65992029,-58.60757268
9335,LFS COMBUSTIBLES S.A,AV. ANGEL T. DE ALVEAR 3217,TIGRE,BUENOS AIRES,PAMPEANA,-34.484884,-58.613523
9866,LFS COMBUSTIBLES S.A,av don bosco 3360,VILLA LUZURIAGA,BUENOS AIRES,PAMPEANA,-34.662192,-58.59638
3079,COMBUSTIBLES RIVADAVIA SRL,Antartida Argentina 389,AMERICA,BUENOS AIRES,PAMPEANA,-35.492403,-62.983686
7539,COMBUSTIBLES RUTA 26,AV. PRESIDENTE PERON 3602,GRAL. PACHECO,BUENOS AIRES,PAMPEANA,-34.445978,-58.676884
5485,COMBUSTIBLES RUTA 26 S.A.,RUTA 26 Y PANAMERICANA ACCESO PILAR,DEL VISO,BUENOS AIRES,PAMPEANA,-34.44177,-58.78243
6363,COMBUSTIBLES SANTO TOMAS S.R.L.,SAN MARTIN Y ROCA 915,SANTO TOME,CORRIENTES,NEA,-28.54795,-56.04113
1665,COMBUSTIBLES S.A.,RUTA NAC.12 ACCESO NORTE ESQUINA - QUINTA Nº 4,ESQUINA,CORRIENTES,NEA,-29.99674,-59.5226
1667,COMBUSTIBLES S.A.,RUTA NAC. 12 Y PROV. Nº 126 - GUAYQUIRARO,ESQUINA,CORRIENTES,NEA,-30.212976,-59.490712
1663,COMBUSTIBLES S.A.,SANTA RITA 375,ESQUINA,CORRIENTES,NEA,-30.01963787,-59.53325137
5720,COMBUSTIBLES SERRANOS S.A.,AV. ESPAÑA 643,LA FALDA,CORDOBA,CENTRO,-31.100668,-64.482787
5732,COMBUSTIBLES SERRANOS S.A.,BUENOS AIRES 397,LA FALDA,CORDOBA,CENTRO,-31.089151,-64.488913
5731,COMBUSTIBLES SERRANOS S.A.,BUENOS AIRES 397 ESQ. LUGONES,LA FALDA,CORDOBA,CENTRO,-31.089151,-64.488913
7287,COMBUSTIBLES SERRANOS S.R.L.,DEL VALLE 450,BALCARCE,BUENOS AIRES,PAMPEANA,-37.84421,-58.25887
6962,COMBUSTIBLES SIMOSA S.R.L.,EVA PERON 402,TEMPERLEY,BUENOS AIRES,PAMPEANA,-34.776859,-58.391527
7882,COMBUSTIBLES TAFI VIEJO S.R.L.,AVENIDA ROCA 50,TAFI VIEJO,TUCUMAN,CUYO,-26.742595,-65.258083
9867,LFS COMBUSTIBLES S.A,av- hipolito yrigoyen 501,AVELLANEDA,BUENOS AIRES,PAMPEANA,-34.663332,-58.37682
9859,LFS COMBUSTIBLES S.A,hipolito yrigoyen 2015,SAN FERNANDO,BUENOS AIRES,PAMPEANA,-34.447065,-58.562084
10533,LIBERTAD ENERGÉTICA S.A.,"Ruta Nacional 226, Km 15,55",MAR DEL PLATA,BUENOS AIRES,PAMPEANA,-37.918094,-57.737011
9354,LIBERTY LION S.R.L.,Av. Brigadier Juan Manuel de Rosas 2169,JOSE LEON SUAREZ,BUENOS AIRES,PAMPEANA,-34.52658,-58.5732
10291,LIERES S.A.,Av Santa Fe 2900,MARTINEZ,BUENOS AIRES,PAMPEANA,-34.49751,-58.49742
130,COMBUSTIBLES VAZQUEZ HNOS. S.R.L.,AV. ENTRE RIOS 1102,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,-34.62168,-58.39136
10369,LLADO GASTON PABLO,AV. ARTURO ILLIA 840,CNEL. SUAREZ,BUENOS AIRES,PAMPEANA,-37.471871,-61.949929
10422,LOLAPALUZA SA,"RUTA NACIONAL 8 KM 276,5 Y AVENIDA 50",COLON,BUENOS AIRES,PAMPEANA,-33.90643,-61.10859
7330,COMBUSTIBLES VILLA MARIA SA,Buenos Aires 2189,VILLA MARIA,CORDOBA,CENTRO,-32.40339,-63.2317
5796,COMBUSTIBLES WARNES SRL,AV WARNES 880,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,-34.60022,-58.44887
9719,LUBRICANTES Y COMBUSTIBLES D´ATRI SRL,AGUSTIN M GARCIA 9647,BENAVIDEZ,BUENOS AIRES,PAMPEANA,-34.39271,-58.663366
4571,COMBUSTIBLES Y LUBRICANTES SAN VICENTE SRL,Ruta Nac. 14 y Democracia 976,SAN VICENTE,MISIONES,NEA,-26.99121,-54.48841
8356,COMBUSTIBLES Y SERVICIOS 13 DE DICIEMBRE SRL,Tucuman 515,COMODORO RIVADAVIA,CHUBUT,PATAGONIA,-45.87033,-67.50756
8322,COMBUSTIBLES Y SERVICIOS EL CRUCE S. A.,ruta nacional 7 km 694.5,VILLA MERCEDES,SAN LUIS,CUYO,-33.64849,-65.45024
1523,COMBUSTIBLES Y SERVICIOS S.A.,CAMINO CENTENARIO  ESQUINA GUEMES Nº 50,CITY BELL,BUENOS AIRES,PAMPEANA,-34.86819,-58.03853
6063,COMBUSTIBLES Y SERVICIOS S.R.L.,AV. HERNANDARIAS 399,RESISTENCIA,CHACO,NEA,-27.44808,-58.99673
6838,COMBUSTIBLES Y SERVICIOS SRL,BENAVIDEZ 899 OESTE,CHIMBAS,SAN JUAN,CUYO,-31.510939,-68.542685
9893,LUBRICANTES Y COMBUSTIBLES D´ATRI SRL,AV HIPOLITO YRIGOYEN 446,GRAL. PACHECO,BUENOS AIRES,PAMPEANA,-34.45721,-58.62828
7729,COMERCIAL ARGON S.A.,PERU 1310 ESQ. GUTIERREZ,MENDOZA,MENDOZA,PATAGONIA,-32.88662,-68.84792
5890,COMERCIAL BAHIA BLANCA S.A.,AV. ALEM 2095,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,-38.692775,-62.279279
5888,COMERCIAL BAHIA BLANCA S.A.,AV. SARMIENTO Y FRAGATA SARMIENTO,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,-38.69964,-62.244112
5891,COMERCIAL BAHIA BLANCA S.A.,OHIGGINS 401,BAHIA BLANCA,BUENOS AIRES,PAMPEANA,-38.72348,-62.27074
4168,COMERCIAL CHACABUCO SH,J.R.VIDAL 2210,CORRIENTES,CORRIENTES,NEA,-27.485782,-58.81625682
10284,LUMINATUS SA,AV TALAS DEL TUYU Y RUTA PROVINCIAL N 11,SAN CLEMENTE DEL TUYU,BUENOS AIRES,PAMPEANA,-36.38981,-56.73669
3954,COMERCIAL DE PETROLEO S.R.L.,24 DE SET. ESQ. SARMIENTO (NO),MONTEROS,TUCUMAN,CUYO,-27.16553,-65.49512
2571,COMERCIAL  DIEGO  SRL,ESPAÑA 100,RUFINO,SANTA FE,CENTRO,-34.262,-62.712706
4442,COMERCIAL DIEGO SRL,QUINTANA 245,AMENABAR,SANTA FE,CENTRO,-34.13141,-62.42363
5925,COMERCIAL DIEGO SRL,RUTA 7 KM 368,DIEGO DE ALVEAR,SANTA FE,CENTRO,-34.39946,-62.11793
4612,COMERCIAL FUTURO S.A.,AVDA SAN MARTIN Y GUALEGUY,STROBEL,ENTRE RIOS,CENTRO,-32.053674,-60.61607
10642,LUMINATUS SOCIEDAD ANONIMA,Ruta Nacional 9 Km 221,RAMALLO,BUENOS AIRES,PAMPEANA,-33.50661,-60.1393
2600,COMERCIAL MANITTA HNOS S.R.L.,AZCUÉNAGA 745,LUJAN DE CUYO,MENDOZA,CUYO,-33.0367,-68.86836
3478,COMERCIAL MANITTA HNOS S.R.L.,AZCUENAGA 747 Y BUFANO S/N,LUJAN DE CUYO,MENDOZA,CUYO,-33.036774,-68.879035
2274,COMERCIAL MANITTA HNOS S.R.L.,SAN MARTÍN 489,LUJAN DE CUYO,MENDOZA,CUYO,-33.03682,-68.87872
6218,COMERCIAL PUERTO S.A.,Ruta Nacional Nº 14 Km 124,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,-32.49144,-58.31079
10701,LURIGO COMBUSTIBLES S.A.,HIPOLOTO YRIGOYEN 249/299,AVELLANEDA,BUENOS AIRES,PAMPEANA,-34.677245,-58.366144
1001,COMERCIAL SANTA MARTA S.A,Presidente Illia 4895 Ruta 8 km 32.500,SAN MIGUEL,BUENOS AIRES,PAMPEANA,-34.52396,-58.71397
2027,COMERCIAL TRANSYMAT S.R.L.,Vicente Saadi 1º de mayo,SANTA MARIA,CATAMARCA,NOA,-26.699583,-66.047568
2955,COMFA S.R.L.,BVD. OROÑO 1392,SAN LORENZO,SANTA FE,CENTRO,-32.733686,-60.742235
8326,COMODITY S.A.,Av. Rafael Nuñez 3693,CORDOBA,CORDOBA,CENTRO,-31.37643,-64.22654
7475,COMPAÑIA PETROLERA COPSA,AV URUGUAY 623,SANTA ROSA,LA PAMPA,PATAGONIA,-36.62557,-64.29956
8229,COMPAÑIA PETROLERA COPSA SA,CALLE 18 Nº 898,GRAL. PICO,LA PAMPA,PATAGONIA,-35.6616,-63.75233
336,COMPAÑIA PETROLERA COPSA SA,CARLOS ARROYO Y J. M. PAZ,CARLOS CASARES,BUENOS AIRES,PAMPEANA,-35.62695,-61.36678
294,COMPAÑIA PETROLERA COPSA SA,JOAQUIN V. GONZALEZ 1285,GODOY CRUZ,MENDOZA,CUYO,-32.93776,-68.85827
354,COMPAÑIA PETROLERA COPSA SA,REMEDIOS DE ESCALADA 868,DORREGO,MENDOZA,CUYO,-32.905053,-68.830616
7551,COMPAÑIA PETROLERA COPSA S.A.,SAN MARTIN 2002,MENDOZA,MENDOZA,PATAGONIA,-32.87989,-68.83662
298,COMPAÑIA PETROLERA COPSA SA,SUIPACHA 701,MENDOZA,MENDOZA,PATAGONIA,-32.87682,-68.85656
2167,COMPIL S.R.L.,9 DE JULIO 202,PILAR,BUENOS AIRES,PAMPEANA,-34.45043,-58.9062
4116,COMPLEJO DEL PARQUE S.A.,AVENIDA SOLDATI 86,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,-26.8319,-65.1946
1712,COM.PRI.AR. S.R.L.,RUTA 2 KM 113.5,CHASCOMUS,BUENOS AIRES,PAMPEANA,-35.510204,-58.023754
3500,COM.PRI.AR.S.R.L.,RUTA2 KM 114,CHASCOMUS,BUENOS AIRES,PAMPEANA,-35.515044,-58.023052
7339,CONAFE S.R.L.,AV.ALBERDI 399,ROSARIO,SANTA FE,CENTRO,-32.923697,-60.679156
7021,CONCAPAB SRL,NACIONAL S/N,ANGACO,SAN JUAN,CUYO,-31.46086,-68.410328
3854,CONCEPCIÓN SERVICIOS S.A.,BALBIN Y UNCAL 550,CONCEPCION DEL URUGUAY,ENTRE RIOS,CENTRO,-32.47866,-58.26249
10889,MANESA S.A.,LAS FLORES 1306,AVELLANEDA,BUENOS AIRES,PAMPEANA,-34.692806,-58.305109
2479,CONCORD GAS SA,SAAVEDRA 61,SAN JOSE,MENDOZA,CUYO,-32.891659,-68.829724
7550,CONCORD GAS S.A.,TROPERO SOSA 1290,MAIPU,MENDOZA,CUYO,-32.988799,-68.772644
7961,CONCORGAS SA,Av. Eva peron 2249,CONCORDIA,ENTRE RIOS,CENTRO,-31.368973,-58.010924
1419,CONSTANTINO RAUL ALONSO,AV. S. ZABALZA 356,BENITO JUAREZ,BUENOS AIRES,PAMPEANA,-37.67213,-59.80691
1435,CONSTANTINO RAUL ALONSO,RUTA 3 KM 401,BENITO JUAREZ,BUENOS AIRES,PAMPEANA,-37.6468,-59.85897
6523,CONSTITUYENTES 1806 S.A.,AV.CONSTITUYENTES 1806,SAN MARTIN,BUENOS AIRES,PAMPEANA,-34.564332,-58.514533
683,CONSTRUCTORA EDIFICAR SA,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,NEA,-27.46775,-58.81284
4843,CONSTRUCTORA GAMA S.A.,Avda Ejercito del Norte 2674,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,-26.789624,-65.222661
10062,MARCOS PAZ G.N.C. S.A,DR. MARCOS PAZ 824,MARCPOS PAZ,BUENOS AIRES,PAMPEANA,-34.771911,-58.827125
686,CONTRUCTORA EDIFICAR SA,AV.CAZADORES CORRENTINOS -MZ.352,PASO DE LA PATRIA,CORRIENTES,NEA,-27.32289,-58.58202
4783,CONVAC SA,RUTA 12 KM 941,SALADAS,CORRIENTES,NEA,-28.2453,-58.70453
5873,CONVAC SA,RUTA NACIONAL 118 (AVDA.GRAL SAN MARTIN Y 3 DE FEBRERO),SANTA ROSA,CORRIENTES,NEA,-28.27392,-58.13365
5294,CONYGAS SA,Avenida Savio 15,RAMALLO,BUENOS AIRES,PAMPEANA,-33.481951,-60.013771
5693,COOP.AG. LTDA. LA UNION DE ALFONSO,9 DE JULIO Y MORENO,ALFONZO,BUENOS AIRES,PAMPEANA,-33.914629,-60.836989
4100,COOP. AGR. DE SARGENTO CABRAL LTDA.,BELGRANO Y SARMIENTO,SARGENTO CABRAL,SANTA FE,CENTRO,-33.43243,-60.6309
5401,COOP.AGRIC.GANAD.LTDA.,SAN MARTÍN S/N,SAN MIGUEL,BUENOS AIRES,PAMPEANA,-37.452994,-63.124012
3336,COOP. AGRICOLA TAMBERA DE  JAMES CRAIK LTDA.,"RUTA NACIONAL Nº 9 KM 592,8",JAMES CRAIK,CORDOBA,CENTRO,-32.16696,-63.46079
5396,COOP.AGROP.E.MARTINI LTDA,AVDA SAN MARTIN 154,EMBAJADOR MARTINI,LA PAMPA,PATAGONIA,-35.38598,-64.28706
7162,COOP.AGROP. PCIA. ROQUE SAENZ PEÑA LTDA.,SARGENTO CABRAL 46,SAENZ PEÑA,CHACO,NEA,-26.79697,-60.43656
5355,COOP. AGROP. UNION DE J. POSSE LTDA.,ruta 3 y 6 ruta 3 y 6,JUSTINIANO POSSE,CORDOBA,CENTRO,-32.87926,-62.67191
2898,COOP. DE ELECT. Y AGUAS CTES DE G. LEVALLE LTDA.,UGARTE 120,GRAL. LEVALLE,CORDOBA,CENTRO,-34.00942,-63.92128
633,COOP DEFENSA DE AGRICULTORES LTDA,AVDA. JUAN XXIII Nº 331,CHACABUCO,BUENOS AIRES,PAMPEANA,-34.64117,-60.48277
638,COOP DEFENSA DE AGRICULTORES LTDA,"RUTA 7 KM 212,5",CHACABUCO,BUENOS AIRES,PAMPEANA,-34.623733,-60.507423
1973,COOPERATIVA AG. GDERA. LTDA. S. JERONIMO SUD.,FRANCFORT Y JORGE BORGES,SAN JERONIMO,SANTA FE,CENTRO,-32.88179,-61.02178
6091,COOPERATIVA AGRICOLA DE GODOY LTDA.,MITRE 977,GODOY,SANTA FE,CENTRO,-33.36856,-60.51069
5524,COOPERATIVA AGRICOLA DE GRAL ROJO LTDA.,San Martin 95,GRAL. ROJO,BUENOS AIRES,PAMPEANA,-33.475,-60.2879
7294,COOPERATIVA AGRICOLA GANADERA DE VIDELA LIMITADA,JUAN DE GARAY 568,VIDELA,SANTA FE,CENTRO,-30.94199,-60.65789
9620,MARCOS PAZ G.N.C. S.A.,RUTA 40 ESQUINA CALLE 129,NAVARRO,BUENOS AIRES,PAMPEANA,-35.004288,-59.262302
5977,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ACEVEDO,AV.CENTENARIO Y CALLE 6,ACEVEDO,BUENOS AIRES,PAMPEANA,-33.75506,-60.4408
5978,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ACEVEDO,RUTA 188 - KM. 52,ACEVEDO,BUENOS AIRES,PAMPEANA,-33.75118,-60.44128
8099,COOPERATIVA AGRICOLA GANADERA LIMITADA DE ACEVEDO,RUTA NAC. 188 KM. 50,ACEVEDO,BUENOS AIRES,PAMPEANA,-33.756327,-60.443716
5831,COOPERATIVA AGRÍCOLA GANADERA LTDA. DE PUAN,10 DE NOVIEMBRE Y ADELA NEUMANN,BORDENAVE,BUENOS AIRES,PAMPEANA,-37.80237,-63.03973
5832,COOPERATIVA AGRÍCOLA GANADERA LTDA. DE PUAN,Calle 16 Ruta 76,AZOPARDO,BUENOS AIRES,PAMPEANA,-37.70189,-62.90063
5798,COOPERATIVA AGRÍCOLA GANADERA LTDA. DE PUAN,ESPAÑA Y MORENO,PUAN,BUENOS AIRES,PAMPEANA,-37.546332,-62.76916
5833,COOPERATIVA AGRÍCOLA GANADERA LTDA. DE PUAN,SAN MARTÍN Y CACIQUE PINCÉN,17 DE AGOSTO,BUENOS AIRES,PAMPEANA,-37.91062,-62.93826
1565,COOPERATIVA AGRICOLA MIXTA DE MONTECARLO LIMITADA,AV. EL LIBERTADOR 2628,MONTECARLO,MISIONES,NEA,-26.5697,-54.75358
4066,COOPERATIVA AGRÍCOLA MIXTA DE MONTE CARLO LIMITADA,COLONIA GUATAMBU,MONTECARLO,MISIONES,NEA,-26.605694,-54.70084
2346,COOPERATIVA AGRÍCOLA MIXTA DE MONTE CARLO LIMITADA,RUTA 11 EL ALCAZAR,EL ALCAZAR,MISIONES,NEA,-26.705844,-54.818233
2749,COOPERATIVA AGRÍCOLA MIXTA DE MONTE CARLO LIMITADA,ZONA URBANA COLONIA CARAGUATAY,COLONIA CARAGUATAY,MISIONES,NEA,-26.659254,-54.736973
